post_id,text_content,author,platform,created_at,gt_tier,gt_tier_label,gt_antisemitism_score,gt_sentiment,gt_ihra_labels,gt_keywords,gt_country_of_origin
post-0359,The Zionist lobby has America by the throat. It's not a conspiracy — it's just money and power.!!,user_7d2b2c,telegram,2025-07-08T22:32:00Z,2,coded,0.5178,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Zionist; bank control,United States
post-0360,Jewish academics have infiltrated universities to promote degeneracy and erase Western culture.,user_ddc090,telegram,2025-05-11T23:49:00Z,3,explicit,0.7608,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy,
post-0361,PROOF: The October 7th attack was a false flag staged by Mossad to justify the invasion of Gaza. 📢,user_c0abf0,telegram,2025-04-17T09:11:00Z,4,hostile,0.9491,Hostile,"Accusing Jews as a people of being responsible for real or imagined wrongdoing; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",October 7th; Jewish conspiracy,Israel
post-0362,"From the river to the sea — and after that, we deal with the Jewish diaspora that supported this colonial project.",user_f54cc2,telegram,2025-01-23T13:58:00Z,4,hostile,0.9405,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews; Holding Jews collectively responsible for actions of the State of Israel",Zionist,Israel
post-0363,Every synagogue in Europe should be shut down. They are command centres for a fifth column. 🔥,user_2aa348,telegram,2025-09-14T11:11:00Z,4,hostile,0.8899,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",synagogue; Jewish conspiracy,Germany
post-0364,Death to the Zionist state and all who fund it. This is not a threat — it is a prayer.,user_b57c30,telegram,2025-03-09T14:00:00Z,4,hostile,0.8929,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",Zionist,Israel
post-0365,Beautiful sunrise this morning. Took a long walk by the river. Sometimes you just need that. — wake up!,user_f2a571,telegram,2025-04-08T10:15:00Z,0,clean,0.0317,Supportive,,,
post-0366,"Not a hateful person, but when the same group appears at the top of media, finance, and politics, you have to ask why. 👀",user_8800a9,telegram,2025-03-03T04:58:00Z,1,subtle,0.2884,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",media control; bank control,
post-0367,The Holocaust was Allied war propaganda to justify the destruction of Germany. The real victims were Germans.,user_f87c07,telegram,2025-08-12T16:53:00Z,3,explicit,0.8206,Hostile,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,Germany
post-0368,EXCLUSIVE: The IDF deliberately harvests organs from Palestinian civilians killed in airstrikes. — wake up!,user_16b001,telegram,2025-10-05T19:35:00Z,4,hostile,0.8913,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Zionist,Israel
post-0369,I'm allowed to ask: why do so many government advisors hold dual citizenship with Israel? 📢,user_c11a36,telegram,2025-04-25T07:09:00Z,1,subtle,0.3438,Negative,,dual loyalty,
post-0370,The IDF's behavior in civilian areas is indistinguishable from Nazi military doctrine. History repeating itself.,user_fd4075,telegram,2025-11-01T16:20:00Z,2,coded,0.5992,Hostile,Drawing comparisons of contemporary Israeli policy to that of the Nazis,Holocaust; Zionist,Israel
post-0371,Hitler was right about one thing. He identified the enemy clearly. We should have the courage to do the same. 🤔,user_f88152,telegram,2025-04-09T15:02:00Z,4,hostile,0.8951,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews; Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Jewish conspiracy,Germany
post-0372,Jewish lawyers dominate the legal system specifically to protect Jewish criminals from prosecution. 📢,user_964b1e,telegram,2025-09-01T18:22:00Z,3,explicit,0.857,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy,
post-0373,The IDF's behavior in civilian areas is indistinguishable from Nazi military doctrine. History repeating itself. — share this!,user_75901d,telegram,2025-04-25T05:34:00Z,2,coded,0.618,Hostile,Drawing comparisons of contemporary Israeli policy to that of the Nazis,Holocaust; Zionist,Israel
post-0374,Schools should make Holocaust education mandatory. Understanding history is the only way to prevent it repeating.!!,user_445f31,telegram,2025-05-31T19:23:00Z,0,clean,0.1653,Neutral,,Holocaust; antisemitism,
post-0375,"Jewish community leaders in Germany have more loyalty to Tel Aviv than to Berlin. Always have, always will. 🔥",user_cf9234,telegram,2025-10-26T02:25:00Z,3,explicit,0.6859,Hostile,Accusing Jewish citizens of dual loyalty,dual loyalty,Germany
post-0376,Jewish journalists write about antisemitism constantly but never about Jewish power in media. Conflict of interest?,user_f6f559,telegram,2025-03-06T05:01:00Z,2,coded,0.5554,Negative,Accusing Jewish citizens of dual loyalty,media control,
post-0377,The think tanks shaping foreign policy — look at who funds them. You'll see a pattern. 👀,user_57f2cc,telegram,2025-11-06T06:12:00Z,1,subtle,0.2861,Hostile,,Jewish conspiracy; bank control,
post-0378,Remarkable how the same foundation keeps appearing connected to every major social upheaval of the last 20 years. 🔥,user_34834c,telegram,2025-12-05T21:39:00Z,1,subtle,0.2448,Neutral,,globalists,
post-0379,Healthcare workers deserve better pay and conditions. Simple as that.!!,user_84c85f,telegram,2025-03-30T03:29:00Z,0,clean,0.1943,Neutral,,,
post-0380,"The attack on the Nova festival targeted oppressors dancing on occupied land. This is context, not justification. 🤔",user_a702fa,telegram,2025-10-08T16:39:00Z,4,hostile,0.9069,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",October 7th,Israel
post-0381,What a coincidence that the biggest media donors all seem to have the same political interests in the Middle East.,user_eda05c,telegram,2025-07-22T00:08:00Z,1,subtle,0.4384,Neutral,,media control; dual loyalty,
post-0382,"The six million figure appeared in Jewish newspapers as early as 1900. It's a ritual number, not a historical one.",user_79a0c9,telegram,2025-02-04T20:40:00Z,3,explicit,0.7021,Hostile,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,
post-0383,CONFIRMED: Jewish doctors are deliberately administering different (weaker) vaccines to non-Jewish patients.,user_dc2c4f,telegram,2025-01-19T22:24:00Z,4,hostile,0.9026,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy,
post-0384,Tel Aviv ranked among the top tech startup ecosystems in the world again this year. 🇮🇱,user_e2bcec,telegram,2025-11-28T12:58:00Z,0,clean,0.1226,Supportive,,,Israel
post-0385,Healthcare workers deserve better pay and conditions. Simple as that. ‼️,user_857dab,telegram,2025-11-16T03:43:00Z,0,clean,0.1254,Neutral,,,
post-0386,The Auschwitz-Birkenau Memorial receives over two million visitors a year. Memory is an act of resistance.,user_66f93e,telegram,2025-05-13T18:17:00Z,0,clean,0.0903,Neutral,,Holocaust,Poland
post-0387,What a coincidence that the biggest media donors all seem to have the same political interests in the Middle East. ‼️,user_e00e57,telegram,2025-11-07T03:02:00Z,1,subtle,0.303,Neutral,,media control; dual loyalty,
post-0388,My grandmother survived Auschwitz. She passed last year at 96. Her testimony will live on forever. #HolocaustRemembrance — share this!,user_14f5cb,telegram,2025-11-02T08:17:00Z,0,clean,0.0551,Neutral,,Holocaust,Poland
post-0389,The Zionist lobby has America by the throat. It's not a conspiracy — it's just money and power. 👀,user_8e70d2,telegram,2025-02-21T17:55:00Z,2,coded,0.5001,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Zionist; bank control,United States
post-0390,October 7th was the most beautiful day in the history of Palestinian resistance. Heroes walked into enemy territory. ‼️,user_f3a5ff,telegram,2025-07-08T20:52:00Z,4,hostile,0.9129,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",October 7th,Israel
post-0391,Remarkable how the same foundation keeps appearing connected to every major social upheaval of the last 20 years.!!,user_081b3a,telegram,2025-01-17T10:25:00Z,1,subtle,0.363,Neutral,,globalists,
post-0392,CONFIRMED: Jewish doctors are deliberately administering different (weaker) vaccines to non-Jewish patients.!!,user_4bd588,telegram,2025-04-10T18:53:00Z,4,hostile,0.9715,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy,
post-0393,Israel and the UAE normalizing relations is a historic step for regional stability. Hope it continues. 📢,user_a8b4be,telegram,2025-01-22T21:01:00Z,0,clean,0.0975,Neutral,,,Israel
post-0394,The IDF's behavior in civilian areas is indistinguishable from Nazi military doctrine. History repeating itself.,user_fd4075,telegram,2025-02-16T06:42:00Z,2,coded,0.5119,Hostile,Drawing comparisons of contemporary Israeli policy to that of the Nazis,Holocaust; Zionist,Israel
post-0395,Another 'coincidence' — the politicians who voted for the bailout all received campaign donations from the same banks.,user_66a574,telegram,2025-11-13T07:53:00Z,1,subtle,0.3065,Neutral,,bank control,
post-0396,Israel's siege of Gaza is a textbook example of collective punishment — the same tactic used in the Warsaw Ghetto. 👀,user_4c4037,telegram,2025-05-22T16:41:00Z,2,coded,0.6017,Negative,Drawing comparisons of contemporary Israeli policy to that of the Nazis; Holding Jews collectively responsible for actions of the State of Israel,Holocaust; Zionist,Israel
post-0397,Zionism is to Judaism what Nazism is to Germany — an extremist political movement hiding behind identity. 📢,user_2c73cf,telegram,2025-04-30T13:06:00Z,2,coded,0.591,Hostile,Drawing comparisons of contemporary Israeli policy to that of the Nazis,Zionist,
post-0398,Israel could not exist for a single day without Jewish financial networks propping it up globally. — share this!,user_00c39a,telegram,2025-12-03T20:54:00Z,2,coded,0.4803,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Zionist; bank control,Israel
post-0399,The Jewish Museum in Berlin is one of the most powerful museums I've ever visited. A must-see. 🔥,user_a8b385,telegram,2025-03-04T07:34:00Z,0,clean,0.0627,Supportive,,,Germany
post-0400,Six million is a very round number. Historians debate the actual toll — why is that discussion forbidden? — share this!,user_58355f,telegram,2025-07-09T02:31:00Z,2,coded,0.5261,Hostile,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,
post-0401,"No hate intended, but has anyone else noticed which communities seem to be behind most major financial scandals?",user_e1a23a,telegram,2025-04-13T03:32:00Z,1,subtle,0.3861,Negative,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",bank control,
post-0402,"When the revolution comes, the bankers will be the first ones up against the wall. You know who they are. — share this!",user_8004ee,telegram,2025-05-11T10:19:00Z,4,hostile,0.9559,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",bank control,
post-0403,The Federal Reserve has never been properly audited. Who really controls our money supply?,user_dbacf7,telegram,2025-03-26T07:29:00Z,1,subtle,0.2448,Hostile,,bank control,United States
post-0404,"Jews started World War I, World War II, and are now engineering World War III. Same families, same playbook.",user_011e83,telegram,2025-03-02T00:16:00Z,3,explicit,0.7446,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy,
post-0405,"Klaus Schwab, Bill Gates, George Soros — the 'Great Reset' crowd. Look at who funds them. Same people every time.!!",user_e09b5f,telegram,2025-12-24T05:06:00Z,2,coded,0.5087,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy; globalists,
post-0406,Just visited a beautiful synagogue in Prague. The history and architecture are breathtaking.,user_a25de4,telegram,2025-03-18T22:34:00Z,0,clean,0.1132,Supportive,,synagogue,Czech Republic
post-0407,Traffic in the city this morning was a nightmare. Took two hours for what's normally 30 minutes. 📢,user_b32edb,telegram,2025-08-27T02:39:00Z,0,clean,0.1066,Negative,,,
post-0408,Hollywood has made the Holocaust its permanent focus. Almost as if some people profit from keeping the guilt alive. ‼️,user_570b24,telegram,2025-06-15T09:01:00Z,2,coded,0.6546,Hostile,"Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,United States
post-0409,Ask yourself: why is Holocaust denial illegal? Because the story can't survive scrutiny. That's why.!!,user_5ebf0f,telegram,2025-04-07T01:16:00Z,3,explicit,0.8437,Hostile,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,
